4,169
20,194
41,216
64,236
88,254
113,267
137,277
167,281
195,272
216,254
227,229
234,202
237,173
234,142
226,110
216,78
201,46
1,120
1,93
12,74
33,63
54,61
100,38
116,20
136,9
159,8
177,19
93,81
103,102
113,122
123,143
114,171
126,168
138,164
146,155
154,147
29,131
36,116
50,107
70,109
58,119
43,127
127,75
135,60
151,52
167,53
159,63
144,70
121,222
126,204
136,190
147,186
157,179
173,175
192,179
188,194
179,206
168,214
156,219
140,224
127,217
142,199
153,193
163,187
186,181
168,194
158,201
147,206
