88,60
81,80
77,101
74,123
74,146
79,168
89,189
101,208
119,220
139,223
163,219
184,208
204,193
218,175
231,154
242,132
251,108
101,46
110,36
125,34
139,39
150,49
180,55
197,53
215,57
229,67
238,81
159,73
153,90
148,107
142,124
125,125
132,131
139,137
151,137
161,136
111,64
122,62
133,65
141,74
130,73
119,69
182,85
195,81
206,84
214,92
204,92
193,90
100,137
114,138
128,143
138,148
151,149
169,155
186,163
164,182
144,185
130,182
118,177
107,163
105,140
126,148
136,153
149,155
182,162
147,175
134,172
123,166
