52,62
56,85
60,107
65,129
72,149
84,167
100,181
118,192
138,194
156,188
171,173
183,156
193,139
199,119
201,98
203,78
203,57
66,52
76,44
90,41
104,43
116,49
150,46
161,39
173,36
185,36
196,41
134,62
135,79
135,96
136,112
120,116
127,120
136,123
143,118
149,114
81,65
90,61
100,62
110,68
100,69
90,69
154,64
163,57
174,55
183,58
175,63
165,64
94,132
108,131
122,132
133,133
143,130
155,128
167,128
157,149
145,158
134,161
122,160
107,153
98,134
122,137
133,138
143,135
162,130
144,148
133,151
122,151
