53,130
55,152
59,176
66,200
76,224
92,245
112,263
133,278
157,282
181,275
202,260
223,242
240,220
248,195
251,166
253,139
253,110
55,97
62,83
76,76
92,75
107,79
146,75
165,66
186,65
205,70
221,82
128,98
128,114
128,130
128,147
113,166
124,169
135,171
147,165
159,161
72,111
82,102
96,100
108,108
97,111
83,113
162,102
174,92
188,91
200,99
189,102
175,103
99,200
111,192
127,188
142,188
157,185
180,185
203,189
185,211
164,223
147,226
132,226
115,218
105,201
129,195
143,194
159,191
197,191
161,213
145,216
130,215
