54,92
56,116
60,139
66,162
73,185
85,206
100,227
118,245
140,250
164,246
185,232
205,214
221,193
232,171
236,146
240,120
242,94
66,79
77,69
92,64
109,65
124,71
158,70
173,62
191,61
208,66
221,77
140,89
139,108
138,126
138,146
121,154
129,158
139,162
150,158
160,154
83,93
93,87
106,87
117,96
105,96
93,96
169,96
180,87
192,87
202,93
193,97
180,97
98,175
113,176
128,176
140,179
152,176
170,176
188,175
172,200
153,210
140,212
127,210
112,199
103,178
128,182
140,184
152,182
184,178
152,199
140,200
128,198
