63,110
63,136
68,162
81,188
94,214
108,237
122,257
138,277
161,284
190,280
221,265
250,245
277,220
294,189
300,153
301,116
298,81
59,72
66,63
79,62
94,66
108,72
147,66
170,53
195,45
221,46
246,54
128,95
127,120
125,145
122,170
116,182
124,187
135,190
146,186
158,181
77,100
84,92
97,92
111,102
97,105
84,105
172,95
184,82
201,80
218,86
203,95
187,96
115,220
120,213
128,209
139,212
150,208
169,212
191,216
173,231
156,237
143,238
132,236
123,230
120,220
130,218
141,219
152,218
184,217
152,219
141,220
130,219
