39,72
42,100
47,128
51,155
63,178
82,200
103,218
126,233
149,236
168,227
182,205
195,183
207,162
216,140
220,117
222,95
222,71
62,64
78,55
96,52
115,55
132,62
164,62
178,55
192,51
207,51
217,59
149,77
151,97
153,116
154,135
131,139
140,143
151,146
160,142
167,136
86,77
98,70
110,71
122,80
109,81
97,81
166,77
177,67
189,66
199,72
190,76
178,77
99,157
120,158
139,157
149,159
158,156
171,154
185,150
172,174
160,186
150,189
139,189
120,180
103,159
139,162
149,163
158,160
179,154
159,175
149,178
139,177
