53,100
55,126
60,151
66,177
75,200
91,222
109,241
130,256
154,262
180,257
202,241
222,222
238,199
245,173
249,144
252,116
253,87
61,86
70,74
86,70
104,70
120,76
158,74
174,65
193,60
212,63
227,73
140,95
141,113
142,130
143,148
124,160
134,162
145,165
157,161
168,157
82,100
92,92
105,92
118,101
105,102
92,103
169,98
181,88
194,86
206,92
195,97
182,98
102,180
118,177
134,175
147,177
160,174
180,173
201,175
183,198
164,208
150,210
136,208
119,199
108,182
135,183
148,184
161,182
196,177
162,195
149,197
135,196
