40,63
39,89
41,114
43,139
51,162
67,182
84,199
102,216
122,222
141,218
157,203
175,188
193,171
207,152
215,130
222,106
227,81
54,58
68,50
87,51
104,57
118,66
156,68
174,63
191,60
208,63
220,74
137,83
135,100
134,116
132,133
109,135
119,139
130,143
141,141
151,138
75,75
87,71
99,73
110,84
97,83
84,81
160,87
172,78
184,79
195,85
185,89
172,89
85,152
102,151
117,152
128,155
140,153
154,154
167,157
154,177
140,186
127,187
115,186
99,176
90,154
117,157
128,159
140,157
162,158
140,174
128,175
116,173
