81,70
84,87
89,104
94,119
104,132
115,144
128,155
143,161
158,161
170,155
180,142
188,128
195,113
199,97
199,82
197,66
195,50
92,54
99,47
109,43
119,42
129,44
152,39
159,34
168,32
176,31
184,34
143,54
145,65
147,77
148,89
136,96
142,97
149,98
155,95
160,92
105,61
112,57
119,56
126,60
119,61
112,63
158,54
163,47
170,46
177,48
172,51
165,53
119,115
129,109
142,107
150,107
158,105
170,104
180,106
172,125
162,134
153,136
144,137
131,131
122,115
143,111
151,111
159,109
177,108
160,126
152,128
143,128
