35,144
40,171
46,199
54,227
70,250
91,271
116,287
141,299
167,299
189,288
205,266
219,242
230,217
233,190
233,165
231,139
228,113
61,130
71,118
87,111
106,108
122,113
157,108
170,98
186,94
201,97
212,106
143,130
146,146
149,163
153,180
131,195
143,196
154,198
164,193
173,187
84,139
94,130
107,128
119,137
108,139
95,140
163,128
173,117
185,115
195,120
187,125
175,127
102,221
121,216
142,213
156,213
168,209
186,206
201,207
190,233
174,247
161,251
146,252
123,244
108,222
143,221
157,221
170,217
195,210
172,234
158,238
144,238
