60,107
60,128
62,149
69,171
79,193
94,212
109,230
122,252
143,259
168,258
196,244
224,227
249,205
264,177
269,143
271,109
272,75
59,85
64,76
76,73
89,74
101,78
134,70
153,61
174,58
193,62
212,70
119,96
117,114
115,133
113,152
105,159
112,165
122,167
134,162
146,158
72,98
81,90
94,89
105,99
94,100
81,101
155,94
165,84
179,82
191,89
181,93
168,95
105,181
110,177
120,176
131,178
144,176
168,174
192,177
172,198
150,208
135,210
124,209
113,200
111,183
121,181
131,183
145,181
187,178
148,199
133,200
122,198
