4,107
11,140
22,173
34,204
54,232
81,254
110,272
139,284
167,281
189,267
202,241
215,214
225,188
233,161
236,134
234,108
229,82
32,87
49,73
70,67
94,66
116,72
164,66
178,55
195,50
211,48
223,56
144,93
150,116
156,139
161,163
129,174
144,176
159,180
171,173
180,165
60,103
74,93
91,92
107,103
92,107
74,108
168,93
181,78
196,75
208,80
199,88
184,91
92,203
117,199
141,197
157,198
171,192
186,187
200,182
191,214
177,229
162,235
145,237
119,230
98,204
142,203
158,203
172,197
194,188
174,214
159,220
143,221
