78,23
67,45
58,68
50,91
48,114
52,137
59,157
69,176
83,190
102,197
121,194
140,188
157,180
174,168
189,155
203,141
215,125
109,19
127,18
143,25
155,36
164,49
190,68
203,73
215,80
223,90
225,102
167,75
160,85
154,95
147,106
123,107
129,113
134,121
142,124
150,127
116,45
128,47
138,54
141,66
131,60
122,53
179,93
190,93
199,99
203,109
194,106
185,100
85,114
102,116
118,121
125,128
134,132
142,143
147,156
131,164
118,163
108,158
99,151
89,136
89,118
113,129
121,135
130,140
143,154
125,153
115,149
107,142
