83,91
84,107
84,123
84,139
89,153
98,165
108,175
118,188
130,194
144,194
160,187
176,179
191,168
201,153
206,136
211,116
214,96
92,92
101,91
111,94
120,99
128,105
150,108
161,105
172,103
183,104
194,107
137,115
135,126
133,137
131,147
121,147
126,151
132,154
140,153
147,151
104,103
111,103
118,105
124,112
116,110
109,108
156,117
163,113
170,113
178,115
171,118
163,118
109,150
119,156
127,159
133,161
140,161
151,161
165,159
151,168
139,171
132,171
125,168
118,162
113,153
126,161
133,164
139,164
161,160
139,166
133,165
126,163
