43,65
42,91
43,116
46,139
55,161
69,179
84,195
100,210
118,214
136,211
154,197
171,183
187,168
200,149
208,130
212,110
215,90
60,56
77,49
96,51
114,56
130,66
160,70
176,65
191,62
206,63
216,73
144,82
142,99
141,117
139,135
113,134
124,139
135,144
146,141
154,138
79,74
91,70
104,72
114,82
102,82
89,80
165,88
177,80
189,80
197,86
189,90
177,90
80,144
100,147
119,149
130,153
142,151
155,152
168,152
152,170
139,177
126,178
113,176
96,166
84,146
118,154
129,157
142,155
162,154
140,167
127,169
115,167
