4,189
15,220
27,248
40,277
59,300
88,315
121,323
152,328
178,322
198,308
209,281
220,257
229,234
232,208
230,183
225,159
219,134
29,179
43,165
62,155
83,150
104,152
145,140
160,128
176,121
194,118
208,125
131,167
138,186
144,204
151,222
127,236
140,237
154,236
164,228
171,220
58,190
71,179
86,175
102,181
89,187
73,191
154,163
164,149
178,144
192,147
183,155
169,160
95,262
119,254
141,247
156,244
168,237
184,230
201,224
193,251
181,268
167,275
152,280
126,278
102,261
144,253
158,249
171,242
193,230
175,258
162,265
148,269
