21,143
37,172
55,198
74,220
99,237
128,249
157,257
186,261
213,251
231,232
238,205
242,177
245,149
243,121
236,94
228,65
217,37
30,135
36,113
54,99
76,90
100,85
139,63
152,46
168,33
187,26
204,31
131,97
141,118
151,139
161,159
143,175
157,174
171,171
181,161
189,150
63,134
74,125
88,117
105,116
93,127
79,134
162,85
169,72
182,63
195,61
189,73
176,80
141,207
153,198
165,190
178,186
189,177
203,168
218,162
215,178
207,193
196,202
182,207
164,211
147,204
170,196
183,192
194,183
214,166
198,183
188,192
174,196
