38,29
26,65
18,103
13,140
19,174
33,207
50,236
71,259
96,269
121,264
142,243
166,224
191,207
212,187
229,167
239,146
247,121
88,35
112,35
135,41
154,51
172,65
208,84
223,83
238,85
249,88
253,99
180,96
175,118
171,140
167,163
129,160
140,169
151,178
164,178
174,174
103,64
120,63
135,69
144,84
129,81
113,75
192,103
208,96
222,101
231,110
219,112
205,108
72,165
100,173
126,181
139,187
151,187
162,189
169,191
152,214
136,224
122,224
107,219
87,201
76,169
122,188
136,193
148,193
162,194
142,209
129,210
115,206
