49,82
53,106
59,130
69,153
84,173
100,192
116,209
135,221
156,221
173,210
186,192
195,170
205,149
211,127
215,105
215,85
214,65
64,64
74,53
89,47
105,48
120,55
162,53
172,42
184,36
196,34
207,37
141,73
141,89
142,106
143,122
125,132
134,135
145,137
156,131
165,126
83,85
93,81
105,78
117,82
106,86
94,87
167,73
175,66
186,63
196,64
189,71
178,72
106,160
119,153
135,149
147,151
156,147
172,147
186,151
176,180
162,195
151,198
138,197
121,185
112,160
136,155
148,155
157,153
183,153
160,180
150,183
137,183
