11,98
11,131
16,165
23,197
38,228
61,255
86,280
113,300
143,306
168,297
184,269
199,243
214,215
225,187
230,158
231,130
228,103
37,62
51,45
73,39
97,38
117,47
166,50
182,45
199,47
215,52
223,64
144,81
147,100
150,118
153,138
119,156
133,160
147,165
159,160
171,155
61,86
75,78
92,80
107,91
92,93
74,93
166,93
180,83
196,83
207,90
197,96
181,96
87,198
108,188
132,184
146,187
160,184
178,187
188,195
179,233
161,253
145,257
129,255
105,237
94,200
131,189
145,190
159,189
182,198
160,238
145,243
130,241
