49,81
50,107
54,133
61,159
73,181
88,201
105,218
124,233
145,237
167,232
185,214
203,194
219,172
230,148
236,123
240,97
243,71
57,58
71,48
90,44
109,47
127,57
168,57
185,49
203,45
220,47
234,58
147,76
147,97
147,118
148,138
126,142
136,147
147,151
159,146
169,142
79,78
92,70
107,71
120,81
105,83
91,83
174,81
186,70
200,69
212,76
202,82
187,83
99,160
116,158
134,158
148,161
161,159
178,158
193,158
178,182
161,194
147,195
132,194
115,182
106,162
134,165
148,167
161,165
186,161
161,180
147,183
133,180
