47,87
51,113
57,136
63,161
75,182
93,200
114,217
135,232
159,235
183,227
204,208
223,188
239,165
249,141
251,113
254,85
255,54
51,76
62,64
78,60
95,62
111,68
158,61
175,49
194,45
213,46
230,55
136,78
137,98
139,118
140,139
121,143
132,147
144,150
156,145
166,139
73,83
85,76
97,75
111,82
98,83
85,84
167,75
179,65
193,63
207,68
195,71
181,73
100,161
116,162
133,162
147,164
161,159
182,155
204,150
186,177
167,191
152,194
136,193
118,184
106,164
134,168
148,169
162,165
198,154
165,178
150,182
135,180
