71,54
60,83
49,113
44,144
47,173
57,201
64,229
72,259
90,276
116,284
146,274
176,261
208,247
235,227
254,201
273,173
291,140
86,51
106,49
125,58
142,71
156,86
201,101
225,102
247,107
266,116
278,131
170,113
160,135
150,156
140,178
112,169
121,180
132,190
148,192
163,193
99,76
116,75
131,83
140,100
124,94
109,87
198,127
216,120
232,126
244,139
229,140
212,135
78,173
97,188
116,200
127,209
142,212
162,218
182,221
152,243
126,249
110,244
97,234
84,210
83,180
112,203
123,212
138,215
175,222
132,234
118,231
106,221
