74,60
73,79
72,98
73,117
77,134
86,150
98,163
112,175
128,179
145,178
163,170
179,160
193,147
204,132
211,115
216,97
220,78
89,53
99,48
110,48
121,51
131,56
163,59
176,56
189,55
201,58
210,66
144,69
141,82
138,95
135,108
122,112
128,115
135,118
144,116
152,114
100,67
109,62
118,63
125,70
116,69
108,69
165,73
174,68
183,68
191,74
183,75
174,74
102,125
112,122
125,122
134,125
144,124
158,125
169,131
156,144
142,151
131,151
121,149
110,140
105,126
124,128
133,129
144,129
166,131
143,142
133,142
123,140
