75,34
66,59
60,85
56,112
53,139
54,165
62,187
74,204
92,217
114,222
141,220
167,213
187,201
201,183
215,163
231,143
245,120
91,15
106,11
121,14
135,24
145,39
190,56
207,55
223,60
236,72
241,87
159,73
152,89
144,106
136,122
118,126
123,133
128,139
136,141
145,142
102,52
114,48
127,54
134,68
121,67
109,62
181,90
196,85
208,91
215,104
204,105
192,99
89,152
104,153
115,156
119,161
127,162
137,170
148,179
130,180
118,179
110,176
104,171
96,163
94,155
111,163
117,167
125,169
142,177
123,167
115,165
110,161
