16,81
13,116
12,152
13,188
24,220
43,249
65,275
90,296
118,303
145,297
165,274
185,252
205,230
218,205
227,179
233,153
235,126
50,69
74,61
99,63
122,71
143,84
180,92
197,86
214,87
231,90
239,104
158,111
156,135
156,159
154,183
123,184
134,191
146,200
157,197
167,192
78,96
94,92
110,95
122,109
106,108
90,104
176,120
191,111
206,113
216,122
205,125
190,123
74,196
101,201
126,206
140,211
153,211
167,212
180,214
162,241
145,251
131,251
115,247
93,230
80,200
124,212
138,217
151,217
173,217
148,236
134,237
119,233
