2,96
1,130
1,164
1,198
7,228
27,254
52,275
78,291
105,299
132,296
156,283
178,268
199,252
214,231
222,208
229,185
234,162
50,79
74,73
98,75
120,85
137,100
173,111
189,110
204,112
216,119
221,131
150,128
148,145
147,162
146,180
110,185
122,191
134,198
145,197
155,195
72,110
88,109
102,114
112,125
98,122
84,117
164,142
178,138
190,142
199,149
188,149
176,146
63,202
89,201
114,205
127,210
141,210
155,214
165,221
149,237
132,244
118,243
103,239
81,227
69,205
111,212
125,216
138,216
159,222
136,234
122,234
108,230
