65,44
59,69
54,94
50,119
53,144
61,167
73,188
88,204
109,214
131,216
152,208
171,196
187,182
200,164
209,145
218,125
226,105
95,36
110,31
125,33
138,40
149,50
186,61
200,61
212,63
223,70
227,82
161,75
157,92
152,109
147,126
124,123
131,130
140,138
150,137
158,136
108,58
119,56
130,61
137,71
126,69
115,65
176,86
189,82
200,85
207,93
197,94
186,91
90,130
107,135
123,142
133,147
144,148
155,152
165,156
149,171
134,174
123,171
112,167
99,154
94,134
121,146
130,152
141,153
160,156
138,164
127,163
117,159
