28,87
29,116
32,145
37,174
47,200
64,223
86,244
111,262
136,266
162,260
185,242
206,223
224,202
232,177
235,148
236,119
235,90
41,67
55,53
75,46
96,47
116,52
155,51
175,46
195,46
213,51
226,64
135,81
135,104
135,126
135,148
112,158
124,163
136,167
148,162
159,158
67,83
80,74
95,75
108,87
94,87
79,87
162,87
175,75
190,75
203,83
191,87
176,88
94,192
111,188
126,185
136,188
147,185
162,188
177,192
163,204
149,211
137,213
126,211
111,205
101,193
126,196
136,197
147,195
170,193
148,195
137,197
126,196
