54,53
49,79
44,104
38,131
39,156
46,180
58,201
74,221
96,234
123,239
151,234
177,223
197,208
212,188
223,165
236,142
248,118
79,30
96,23
114,25
132,33
146,46
179,56
199,56
218,62
233,74
240,91
155,73
150,90
145,107
140,125
116,128
124,134
132,142
142,143
152,143
90,59
103,57
116,61
125,73
112,72
99,68
178,91
193,88
206,93
215,103
203,103
190,99
78,146
98,147
114,151
125,157
139,159
154,167
170,178
147,190
127,190
113,186
100,180
88,167
84,149
110,158
122,164
136,167
164,177
132,181
119,177
106,172
