37,71
36,100
38,128
42,157
53,183
71,207
91,228
112,248
136,254
160,250
181,232
202,213
223,192
237,167
246,141
251,112
252,82
48,59
64,49
84,48
104,52
122,60
162,61
184,56
205,56
225,59
241,70
141,79
140,100
138,122
137,143
112,147
124,153
136,158
149,154
162,150
69,74
83,68
98,69
111,80
97,79
81,78
173,83
187,74
202,75
215,83
202,86
188,85
87,168
106,168
125,170
138,173
153,171
172,171
192,172
172,195
152,206
137,207
122,205
104,194
93,171
124,176
137,178
152,177
184,174
153,191
138,193
124,190
