20,52
17,86
17,118
19,152
29,182
47,209
67,234
89,257
117,267
145,263
167,243
188,223
206,202
222,179
232,154
238,129
243,102
45,46
68,40
92,42
116,48
136,61
181,69
201,67
220,66
236,70
246,83
154,83
151,107
148,132
145,156
109,151
123,160
139,170
155,166
168,161
67,66
85,63
100,67
114,79
98,77
81,73
179,92
196,85
211,88
222,96
210,98
194,96
67,162
94,168
118,176
133,182
150,182
168,183
187,183
163,205
143,212
125,212
108,207
87,190
72,165
116,181
132,186
148,186
180,184
145,200
129,200
112,195
