43,120
47,144
54,168
63,191
76,211
94,228
116,241
141,250
166,249
188,239
208,222
224,201
233,178
235,152
234,126
233,101
230,76
47,106
59,96
75,91
92,91
109,93
147,84
162,75
178,69
194,66
211,69
131,103
135,121
138,139
142,158
123,162
134,166
146,167
157,160
166,153
71,114
82,108
94,107
106,111
95,112
83,114
161,99
170,90
181,86
194,88
184,92
173,95
100,186
117,178
135,175
149,174
163,169
181,163
199,164
187,185
172,198
156,203
142,205
121,202
105,186
136,181
151,180
165,174
195,166
168,188
153,193
139,195
