26,103
24,131
29,159
36,186
44,213
59,238
76,261
97,281
124,288
154,284
179,268
200,247
217,223
230,196
236,168
238,140
236,110
31,81
43,68
60,63
78,65
94,74
155,76
173,68
193,67
211,74
224,87
125,93
125,114
124,135
123,157
100,167
111,172
124,177
137,173
150,169
53,92
66,85
80,85
94,96
80,95
65,95
161,99
176,90
190,90
202,99
190,101
176,100
72,192
91,191
110,191
124,194
138,192
158,195
178,199
158,215
138,222
123,223
108,221
90,212
78,195
110,202
124,204
138,203
171,200
138,208
123,208
109,206
