84,85
84,101
85,118
88,135
93,151
102,167
113,181
123,195
138,201
155,199
173,191
191,178
205,163
214,144
218,123
221,101
222,80
86,68
93,63
103,63
113,66
121,71
147,72
160,65
173,63
187,64
199,69
134,85
132,98
130,111
128,124
120,131
126,134
132,136
140,134
147,133
97,83
105,78
114,79
122,86
113,86
104,85
157,86
166,79
175,78
184,82
176,86
167,86
110,145
118,144
127,144
135,146
144,144
159,145
176,145
160,161
145,168
135,168
127,167
118,159
114,146
127,148
135,149
144,148
173,146
144,160
135,161
127,159
