18,92
24,121
32,149
41,175
55,200
76,220
102,236
131,246
158,246
184,236
204,217
219,194
229,171
233,146
234,121
233,98
230,74
45,62
60,50
80,43
101,42
119,48
161,47
176,40
192,38
209,41
220,52
143,67
146,84
149,100
153,117
124,132
137,135
150,138
161,134
171,130
68,77
81,70
94,68
108,76
95,77
82,79
167,73
180,65
192,64
204,69
194,72
181,73
94,164
116,158
136,154
150,156
162,152
179,154
195,158
181,179
165,187
152,189
138,189
117,183
100,165
137,161
150,162
163,160
189,160
164,175
151,177
137,177
