70,90
71,110
75,131
84,152
94,172
106,191
119,209
133,227
152,234
174,230
196,216
218,197
237,175
251,150
256,121
254,90
251,60
67,63
74,57
84,58
95,62
107,67
135,64
152,57
169,52
187,52
204,56
123,85
123,102
123,119
122,136
116,144
122,148
130,149
139,146
148,143
82,83
89,76
101,76
110,88
100,91
88,91
155,86
162,73
175,71
187,78
178,86
166,88
116,166
120,162
129,161
137,163
147,161
167,160
187,159
171,184
154,194
143,196
134,195
123,187
120,168
131,167
138,168
148,167
183,162
151,182
141,184
132,181
