92,67
81,86
70,105
62,126
57,148
57,171
61,192
69,210
86,224
110,234
140,235
168,233
193,225
214,213
230,197
245,179
259,159
108,46
119,39
132,40
145,48
153,61
184,78
202,79
220,90
233,107
237,125
156,91
146,103
137,116
127,128
111,129
115,136
121,144
132,146
144,148
112,71
122,70
132,76
138,88
127,83
117,78
180,113
193,112
204,119
210,132
199,127
188,121
86,147
98,143
110,147
119,154
130,157
145,168
159,185
136,193
116,190
104,185
95,179
87,166
90,149
106,153
115,159
126,164
154,182
122,181
111,176
102,170
